Sr.No.,Player Name,Winning Bid,Team,Season,Play type,Nationality
2,Aaron Finch,44000000,RCB,2020,Batter,Overseas
4,Aaron Finch,62000000,KXIP,2018,Batter,Overseas
6,Aaron Finch,10000000,GL,2016,Batter,Overseas
15,Aaron Hardie,12500000,PBKS,2025,All-Rounder,Overseas
6,Abdul P A,2000000,RR,2023,All-Rounder,Indian
7,Abdul Samad,2000000,SRH,2020,All-Rounder,Indian
5,Abdul Samad,42000000,LSG,2025,Batter,Indian
15,Abhijeet Tomar,4000000,KKR,2022,Batter,Indian
9,Abhimanyu Mithun,3000000,SRH,2016,Spinner,Indian
17,Abhinandan Singh,3000000,RCB,2025,Spinner,Indian
4,Abhinav Manohar,32000000,SRH,2025,Batter,Indian
7,Abhinav Sadarangani,26000000,GT,2022,Batter,Indian
5,Abhishek Sharma,65000000,SRH,2022,All-Rounder,Indian
17,Abhishek Sharma,5500000,DD,2018,All-Rounder,Indian
5,Abid Mushtaq,2000000,RR,2024,All-Rounder,Indian
8,Adam Milne,19000000,CSK,2022,Pacer,Overseas
2,Adam Milne,32000000,MI,2021,Pacer,Overseas
6,Adam Zampa,24000000,SRH,2025,Spinner,Overseas
2,Adam Zampa,15000000,RR,2023,Spinner,Overseas
12,Adam Zampa,3000000,RPS,2016,Spinner,Overseas
5,Adil Rashid,20000000,SRH,2023,Spinner,Overseas
17,Aditya Tare,2000000,MI,2018,Wicket Keeper,Indian
6,Aditya Tare,2500000,DD,2017,Wicket Keeper,Indian
5,Aditya Tare,12000000,SRH,2016,Wicket Keeper,Indian
11,Agnivesh Ayachi,2000000,KXIP,2019,All-Rounder,Indian
8,Aiden Markram,20000000,LSG,2025,All-Rounder,Overseas
10,Aiden Markram,26000000,SRH,2022,Batter,Overseas
18,Ajay Mandal,3000000,DC,2025,All-Rounder,Indian
6,Ajay Mandal,2000000,CSK,2023,All-Rounder,Indian
10,Ajinkya Rahane,10000000,KKR,2022,Batter,Indian
7,Ajinkya Rahane,40000000,RR,2018,Batter,Indian
9,Ajinkya Rahane,15000000,KKR,2025,Batter,Indian
4,Ajinkya Rahane,5000000,CSK,2023,Batter,Indian
17,Akash  Deep,2000000,RCB,2022,Pacer,Indian
3,Akash Deep,80000000,LSG,2025,Pacer,Indian
8,Akash Madhwal,12000000,RR,2025,Pacer,Indian
6,Akash Singh,2000000,SRH,2024,Pacer,Indian
7,Akash Singh,2000000,RR,2021,Pacer,Indian
11,Akash Singh,2000000,RR,2020,Pacer,Indian
16,Akash Singh,3000000,LSG,2025,Pacer,Indian
7,Akash Vashisht,2000000,RR,2023,All-Rounder,Indian
7,Akeal Hosein,10000000,SRH,2023,Spinner,Overseas
13,Akhil Arvind Herwadkar,1000000,DD,2016,All-Rounder,Indian
15,Akila Dhananjaya,5000000,MI,2018,Spinner,Overseas
8,Akshay Karnewar,1000000,RCB,2016,All-Rounder,Indian
3,Akshdeep Nath,36000000,RCB,2019,All-Rounder,Indian
15,Akshdeep Nath,10000000,KXIP,2018,All-Rounder,Indian
6,Akshdeep Nath,1000000,GL,2017,All-Rounder,Indian
16,Akshdeep Nath,1000000,GL,2016,All-Rounder,Indian
3,Alex Carey,24000000,DC,2020,Wicket Keeper,Overseas
7,Alex Hales,15000000,KKR,2022,Batter,Overseas
5,Allah  Ghazanfar,48000000,MI,2025,Spinner,Overseas
1,Alzarri Joseph,115000000,RCB,2024,Pacer,Overseas
9,Alzarri Joseph,24000000,GT,2022,Pacer,Overseas
19,Aman Khan,2000000,KKR,2022,All-Rounder,Indian
2,Ambati Rayudu,67500000,CSK,2022,Wicket Keeper,Indian
6,Ambati Rayudu,22000000,CSK,2018,Wicket Keeper,Indian
3,Amit Mishra,5000000,LSG,2023,Spinner,Indian
3,Amit Mishra,40000000,DD,2018,Spinner,Indian
14,Amit Mishra,1000000,GL,2016,Spinner,Indian
15,Andre Siddarth,3000000,CSK,2025,Batter,Indian
8,Andrew Tye,5000000,GL,2016,All-Rounder,Overseas
6,Andrew Tye,10000000,RR,2020,Pacer,Overseas
3,Andrew Tye,72000000,KXIP,2018,Pacer,Overseas
19,Aneeshwar Gautam,2000000,RCB,2022,All-Rounder,Indian
3,Angelo Mathews,20000000,DD,2017,All-Rounder,Overseas
4,Angkrish Raghuvanshi,30000000,KKR,2025,Batter,Indian
8,Angkrish Raghuvanshi,2000000,KKR,2024,Batter,Indian
19,Aniket Choudhary,3000000,RCB,2018,Pacer,Indian
2,Aniket Choudhary,20000000,RCB,2017,Pacer,Indian
14,Aniket Verma,3000000,SRH,2025,Batter,Indian
10,Anirudha Ashok Joshi,2000000,RR,2020,All-Rounder,Indian
21,Anirudha Ashok Joshi,2000000,RCB,2018,All-Rounder,Indian
7,Ankeet Bawane,1000000,DD,2017,Batter,Indian
21,Ankit Sharma,2000000,RR,2018,All-Rounder,Indian
18,Ankit Sharma,1000000,RPS,2016,All-Rounder,Indian
11,Ankit Singh Rajpoot,5000000,LSG,2022,Pacer,Indian
8,Ankit Singh Rajpoot,30000000,KXIP,2018,Pacer,Indian
2,Ankit Singh Rajpoot,15000000,KKR,2016,Pacer,Indian
8,Ankush Bains,2000000,DC,2019,Wicket Keeper,Indian
17,Ankush Bains,1000000,RPS,2016,Wicket Keeper,Indian
16,Anmolpreet Singh,2000000,MI,2022,Batter,Indian
4,Anmolpreet Singh,8000000,MI,2019,Batter,Indian
11,Anmolpreet Singh,2000000,SRH,2023,Batter,Indian
2,Anrich Nortje,65000000,KKR,2025,Pacer,Overseas
8,Anrich Nortje,2000000,KKR,2019,Pacer,Overseas
23,Ansh Patel,2000000,PBKS,2022,All-Rounder,Indian
7,Anshul Kamboj,2000000,MI,2024,Pacer,Indian
6,Anshul Kamboj,34000000,CSK,2025,Pacer,Indian
19,Anuj Rawat,3000000,GT,2025,Wicket Keeper,Indian
6,Anuj Rawat,34000000,RCB,2022,Wicket Keeper,Indian
7,Anuj Rawat,8000000,RR,2020,Wicket Keeper,Indian
16,Anukul Roy,2000000,KKR,2022,All-Rounder,Indian
21,Anukul Roy,2000000,MI,2018,All-Rounder,Indian
13,Anukul Roy,4000000,KKR,2025,Batter,Indian
21,Anunay Singh,2000000,RR,2022,All-Rounder,Indian
15,Anureet Singh,3000000,RR,2018,Pacer,Indian
16,Apoorv Vijay Wankhade,2000000,KKR,2018,Batter,Indian
15,Arjun  Tendulkar,3000000,MI,2022,All-Rounder,Indian
13,Arjun  Tendulkar,3000000,MI,2025,Pacer,Indian
7,Arjun Tendulkar,2000000,MI,2021,All-Rounder,Indian
7,Armaan Jaffer,1000000,KXIP,2016,Batter,Overseas
3,Arshdeep Singh,180000000,PBKS,2025,Pacer,Indian
10,Arshdeep Singh,2000000,KXIP,2019,Pacer,Indian
5,Arshin Kulkarni,2000000,LSG,2024,All-Rounder,Indian
12,Arshin Kulkarni,3000000,LSG,2025,All-Rounder,Indian
16,Aryaman Vikram Birla,3000000,RR,2018,All-Rounder,Indian
19,Aryan Juyal,3000000,LSG,2025,Wicket Keeper,Indian
18,Aryan Juyal,2000000,MI,2022,Wicket Keeper,Indian
4,Asela Gunarathna,3000000,MI,2017,Batter,Overseas
2,Ashish Nehra,55000000,SRH,2016,Pacer,Indian
8,Ashok Dinda,5000000,RPS,2016,Spinner,Indian
13,Ashok Sharma,5500000,KKR,2022,Pacer,Indian
12,Ashok Sharma,3000000,RR,2025,Pacer,Indian
4,Ashton Turner,5000000,RR,2019,All-Rounder,Overseas
4,Ashton Turner,10000000,LSG,2024,Batter,Overseas
6,Ashutosh Sharma,2000000,PBKS,2024,All-Rounder,Indian
7,Ashutosh Sharma,38000000,DC,2025,Batter,Indian
18,Ashwani Kumar,3000000,MI,2025,Pacer,Indian
17,Ashwin Hebbar,2000000,DC,2022,Batter,Indian
16,Asif K M,4000000,CSK,2018,Pacer,Indian
20,Atharva Taide,2000000,PBKS,2022,All-Rounder,Indian
15,Atharva Taide,3000000,SRH,2025,Batter,Indian
6,Avanish Rao Aravelly,2000000,CSK,2024,Wicket-Keeper,Indian
2,Avesh Khan,97500000,LSG,2025,Pacer,Indian
1,Avesh Khan,100000000,LSG,2022,Pacer,Indian
16,Avesh Khan,7000000,DD,2018,Pacer,Indian
4,Avinash Singh,6000000,RCB,2023,Pacer,Indian
2,Axar Rajesh Patel,50000000,DC,2019,All-Rounder,Indian
17,Ayush Badoni,2000000,LSG,2022,All-Rounder,Indian
10,Azmatullah Omarzai,24000000,PBKS,2025,All-Rounder,Overseas
7,Azmatullah Omarzai,5000000,GT,2024,All-Rounder,Overseas
19,B. Sai Sudharsan,2000000,GT,2022,All-Rounder,Indian
16,Baba Aparajith,1000000,RPS,2016,All-Rounder,Indian
18,Baba Indrajith,2000000,KKR,2022,Wicket Keeper,Indian
22,Baltej Dhanda,2000000,PBKS,2022,Pacer,Indian
10,Bandaru Ayyappa,2000000,DC,2019,Pacer,Indian
1,Barinder Singh Sran,34000000,MI,2019,Pacer,Indian
11,Barinder Singh Sran,22000000,KXIP,2018,Spinner,Indian
6,Barinder Singh Sran,12000000,SRH,2016,Pacer,Indian
14,Basil Thampi,3000000,MI,2022,Pacer,Indian
16,Basil Thampi,9500000,SRH,2018,Pacer,Indian
2,Basil Thampi,8500000,GL,2017,Pacer,Indian
3,Ben Cutting,7500000,KKR,2021,All-Rounder,Overseas
7,Ben Cutting,22000000,MI,2018,All-Rounder,Overseas
7,Ben Cutting,5000000,SRH,2016,All-Rounder,Overseas
14,Ben Dwarshuis,14000000,KXIP,2018,Spinner,Overseas
12,Ben Laughlin,5000000,RR,2018,Spinner,Overseas
6,Ben Laughlin,3000000,SRH,2017,Pacer,Overseas
1,Benjamin Stokes,162500000,CSK,2023,All-Rounder,Overseas
1,Benjamin Stokes,125000000,RR,2018,All-Rounder,Overseas
1,Benjamin Stokes,145000000,RPS,2017,All-Rounder,Overseas
16,Benny Howell,4000000,PBKS,2022,All-Rounder,Overseas
14,Bevan John Jacobs,3000000,MI,2025,All-Rounder,Overseas
5,Bhagath Varma,2000000,CSK,2023,All-Rounder,Indian
15,Bhanuka Rajapaksa,5000000,PBKS,2022,Batter,Overseas
4,Bhuvneshwar Kumar,107500000,RCB,2025,Pacer,Indian
6,Bhuvneshwar Kumar,42000000,SRH,2022,Pacer,Indian
17,Billy Stanlake,5000000,SRH,2018,Batter,Overseas
4,Billy Stanlake,3000000,RCB,2017,Spinner,Overseas
20,Bipul Sharma,2000000,SRH,2018,All-Rounder,Indian
4,Brendon McCullum,36000000,RCB,2018,Batter,Overseas
9,Brydon Carse,10000000,SRH,2025,Pacer,Overseas
5,C Hari Nishaanth,2000000,CSK,2021,Batter,Indian
14,C.Hari Nishaanth,2000000,CSK,2022,Batter,Indian
14,Cameron Delport,3000000,KKR,2018,All-Rounder,Overseas
1,Cameron Green,175000000,MI,2023,All-Rounder,Overseas
1,Carlos Brathwaite,50000000,KKR,2019,All-Rounder,Overseas
10,Carlos Brathwaite,20000000,SRH,2018,All-Rounder,Overseas
4,Carlos Brathwaite,42000000,DD,2016,All-Rounder,Overseas
22,Chaitanya Bishnoi,2000000,CSK,2018,All-Rounder,Indian
16,Chama Milind,2500000,RCB,2022,Spinner,Indian
9,Chama Milind,1000000,DD,2016,Spinner,Indian
14,Chamika Karunaratne,5000000,KKR,2022,All-Rounder,Overseas
7,Chetan Sakariya,5000000,KKR,2024,Pacer,Indian
5,Chetan Sakariya,42000000,DC,2022,Pacer,Indian
3,Chetan Sakariya,12000000,RR,2021,Pacer,Indian
3,Cheteshwar Pujara,5000000,CSK,2021,Batter,Indian
9,Chirag Suri,1000000,GL,2017,Batter,Indian
6,Chris Green,2000000,KKR,2020,All-Rounder,Overseas
5,Chris Jordan,36000000,CSK,2022,All-Rounder,Overseas
3,Chris Jordan,30000000,KXIP,2020,All-Rounder,Overseas
15,Chris Jordan,10000000,SRH,2018,All-Rounder,Indian
4,Chris Jordan,5000000,SRH,2017,All-Rounder,Overseas
2,Chris Lynn,20000000,MI,2020,Batter,Overseas
1,Chris Lynn,96000000,KKR,2018,Batter,Overseas
3,Chris Woakes,42000000,PBKS,2024,All-Rounder,Overseas
5,Chris Woakes,15000000,DC,2020,All-Rounder,Overseas
1,Chris Woakes,74000000,RCB,2018,All-Rounder,Overseas
2,Chris Woakes,42000000,KKR,2017,All-Rounder,Overseas
13,Christopher Gayle,20000000,KXIP,2018,Batter,Overseas
1,Christopher Morris,162500000,RR,2021,All-Rounder,Overseas
1,Christopher Morris,100000000,RCB,2020,All-Rounder,Overseas
2,Christopher Morris,70000000,DD,2016,All-Rounder,Overseas
10,Colin De Grandhomme,22000000,RCB,2018,All-Rounder,Overseas
1,Colin Ingram,64000000,DC,2019,Batter,Overseas
10,Colin Munro,19000000,DD,2018,All-Rounder,Overseas
5,Colin Munro,3000000,KKR,2016,All-Rounder,Overseas
4,Corey Anderson,10000000,DD,2017,All-Rounder,Overseas
4,Dale Steyn,20000000,RCB,2020,Pacer,Overseas
2,Dale Steyn,23000000,GL,2016,Pacer,Overseas
3,Dan Christian,48000000,RCB,2021,All-Rounder,Overseas
11,Dan Christian,15000000,DD,2018,All-Rounder,Overseas
2,Dan Christian,10000000,RPS,2017,All-Rounder,Overseas
2,Daniel Sams,7500000,LSG,2023,All-Rounder,Overseas
5,Daniel Sams,26000000,MI,2022,All-Rounder,Overseas
8,Darcy Short,40000000,RR,2018,All-Rounder,Overseas
5,Darren Bravo,5000000,KKR,2017,Batter,Overseas
6,Darren Sammy,3000000,KXIP,2017,All-Rounder,Overseas
18,Darshan Nalkande,2000000,GT,2022,All-Rounder,Indian
8,Darshan Nalkande,3000000,KXIP,2019,All-Rounder,Indian
19,Darshan Nalkande,3000000,DC,2025,Pacer,Indian
1,Daryl Mitchell,140000000,CSK,2024,All-Rounder,Overseas
13,Daryl Mitchell,7500000,RR,2022,All-Rounder,Overseas
5,David Miller,30000000,GT,2022,Batter,Overseas
8,David Miller,7500000,RR,2020,Batter,Overseas
9,David Miller,30000000,KXIP,2018,Batter,Overseas
4,David Miller,75000000,LSG,2025,Batter,Overseas
3,David Warner,62500000,DC,2022,Batter,Overseas
2,David Wiese,10000000,KKR,2023,All-Rounder,Overseas
3,David Willey,20000000,LSG,2024,All-Rounder,Overseas
8,David Willey,20000000,RCB,2022,All-Rounder,Overseas
5,Dawid Malan,15000000,PBKS,2021,All-Rounder,Overseas
13,Deepak Chahar,8000000,CSK,2018,All-Rounder,Indian
14,Deepak Chahar,1000000,RPS,2016,All-Rounder,Indian
2,Deepak Chahar,92500000,MI,2025,Pacer,Indian
1,Deepak Chahar,140000000,CSK,2022,Pacer,Indian
11,Deepak Hooda,17000000,CSK,2025,All-Rounder,Indian
6,Deepak Hooda,57500000,LSG,2022,All-Rounder,Indian
6,Deepak Hooda,5000000,KXIP,2020,All-Rounder,Indian
6,Deepak Hooda,36000000,SRH,2018,All-Rounder,Indian
3,Deepak Hooda,42000000,SRH,2016,All-Rounder,Indian
6,Deepak Punia,1000000,MI,2016,All-Rounder,Indian
4,Devdutt Padikkal,77500000,RR,2022,Batter,Indian
8,Devdutt Padikkal,2000000,RCB,2019,Batter,Indian
11,Devdutt Padikkal,20000000,RCB,2025,Batter,Indian
11,Devon Conway,10000000,CSK,2022,Batter,Overseas
3,Devon Conway,62500000,CSK,2025,Wicket-Keeper,Overseas
4,Dewald Brevis,30000000,MI,2022,Batter,Overseas
10,Dhawal Kulkarni,7500000,RR,2018,Pacer,Indian
5,Dhawal Kulkarni,20000000,GL,2016,Pacer,Indian
17,Dhruv Jurel,2000000,RR,2022,Wicket Keeper,Indian
20,Dhruv Shorey,2000000,CSK,2018,All-Rounder,Indian
17,Digvesh Singh,3000000,LSG,2025,Spinner,Indian
4,Digvijay Deshmukh,2000000,MI,2020,All-Rounder,Indian
3,Dilshan Madushanka,46000000,MI,2024,Pacer,Overseas
5,Dinesh  Karthik,55000000,RCB,2022,Wicket Keeper,Indian
3,Dinesh Karthik,74000000,KKR,2018,Wicket Keeper,Overseas
3,Dinesh Karthik,23000000,GL,2016,Wicket Keeper,Indian
14,Dominic Drakes,11000000,GT,2022,All-Rounder,Overseas
11,Donovan Ferreira,7500000,DC,2025,All-Rounder,Overseas
4,Donovan Ferreira,5000000,RR,2023,Wicket-Keeper,Overseas
7,Duan Jansen,2000000,MI,2023,All-Rounder,Overseas
12,Dushmantha Chameera,7500000,DC,2025,Pacer,Overseas
8,Dushmantha Chameera,20000000,LSG,2022,Pacer,Overseas
14,Dushmantha Chameera,5000000,RR,2018,Pacer,Overseas
13,Dwaine Pretorius,5000000,CSK,2022,All-Rounder,Overseas
3,Dwayne Bravo,44000000,CSK,2022,All-Rounder,Overseas
2,Dwayne Bravo,64000000,CSK,2018,All-Rounder,Overseas
4,Dwayne Smith,23000000,GL,2016,All-Rounder,Overseas
3,Eklavya Dwivedi,7500000,SRH,2017,Wicket Keeper,Indian
7,Eklavya Dwivedi,10000000,GL,2016,Wicket Keeper,Indian
2,Eoin Morgan,52500000,KKR,2020,Batter,Overseas
3,Eoin Morgan,20000000,KXIP,2017,Batter,Overseas
8,Eshan Malinga,12000000,SRH,2025,Pacer,Overseas
9,Evin Lewis,20000000,LSG,2022,Batter,Overseas
5,Evin Lewis,38000000,MI,2018,Batter,Overseas
11,Fabian Allen,7500000,MI,2022,All-Rounder,Overseas
6,Fabian Allen,7500000,PBKS,2021,All-Rounder,Overseas
4,Fabian Allen,5000000,SRH,2020,All-Rounder,Overseas
4,Faf Du Plessis,70000000,RCB,2022,Batter,Overseas
9,Faf Du Plessis,16000000,CSK,2018,Batter,Indian
9,Faf Du Plessis,20000000,DC,2025,Batter,Overseas
5,Farhaan Behardien,3000000,KXIP,2016,All-Rounder,Overseas
6,Fazalhaq Farooqi,20000000,RR,2025,Pacer,Overseas
15,Fazalhaq Farooqi,5000000,SRH,2022,Pacer,Overseas
11,Finn Allen,8000000,RCB,2022,Batter,Overseas
8,Gautam Gambhir,28000000,DD,2018,Batter,Indian
7,Gerald Coetzee,24000000,GT,2025,All-Rounder,Overseas
1,Gerald Coetzee,50000000,MI,2024,All-Rounder,Overseas
7,Glenn Maxwell,42000000,PBKS,2025,All-Rounder,Overseas
2,Glenn Maxwell,142500000,RCB,2021,All-Rounder,Overseas
1,Glenn Maxwell,107500000,KXIP,2020,All-Rounder,Overseas
1,Glenn Maxwell,90000000,DD,2018,All-Rounder,Overseas
8,Glenn Phillips,20000000,GT,2025,Batter,Overseas
12,Glenn Phillips,15000000,SRH,2022,Wicket Keeper,Overseas
9,Gurjapneet Singh,22000000,CSK,2025,Pacer,Indian
15,Gurkeerat Singh,5000000,GT,2022,All-Rounder,Indian
6,Gurkeerat Singh Mann,5000000,RCB,2019,All-Rounder,Overseas
15,Gurkeerat Singh Mann,7500000,DD,2018,All-Rounder,Indian
11,Gurnoor Singh Brar,13000000,GT,2025,Spinner,Indian
4,Gus Atkinson,10000000,KKR,2024,Pacer,Overseas
3,Hanuma Vihari,20000000,DC,2019,Batter,Indian
2,Harbhajan Singh,20000000,KKR,2021,Spinner,Indian
8,Harbhajan Singh,20000000,CSK,2018,Spinner,Overseas
7,Hardus Viljoen,7500000,KXIP,2019,Spinner,Overseas
23,Harnoor Pannu,3000000,PBKS,2025,Batter,Indian
8,Harpreet  Brar,38000000,PBKS,2022,All-Rounder,Indian
14,Harpreet  Brar,15000000,PBKS,2025,Spinner,Indian
3,Harpreet Bhatia,4000000,PBKS,2023,Batter,Indian
12,Harpreet Brar,2000000,KXIP,2019,All-Rounder,Indian
6,Harry Brook,62500000,DC,2025,Batter,Overseas
3,Harry Brook,40000000,DC,2024,Batter,Overseas
1,Harry Brook,132500000,SRH,2023,Batter,Overseas
4,Harry Gurney,7500000,KKR,2019,Spinner,Overseas
3,Harshal Patel,80000000,SRH,2025,All-Rounder,Indian
1,Harshal Patel,117500000,PBKS,2024,All-Rounder,Indian
2,Harshal Patel,107500000,RCB,2022,All-Rounder,Indian
19,Harshal Patel,2000000,DD,2018,All-Rounder,Indian
7,Heinrich Klaasen,5000000,RCB,2019,Wicket Keeper,Indian
3,Heinrich Klaasen,52500000,SRH,2023,Wicket-Keeper,Overseas
6,Himanshu Sharma,2000000,RCB,2023,Pacer,Indian
18,Himmat Singh,3000000,LSG,2025,All-Rounder,Indian
5,Himmat Singh,6500000,RCB,2019,Batter,Indian
20,Hrithik Shokeen,2000000,MI,2022,All-Rounder,Indian
12,Imran Tahir,10000000,CSK,2018,Spinner,Overseas
9,Iqbal Abdullah,1000000,RCB,2016,All-Rounder,Indian
5,Irfan Pathan,10000000,RPS,2016,All-Rounder,Indian
1,Ishan Kishan,152500000,MI,2022,Wicket Keeper,Indian
2,Ishan Kishan,62000000,MI,2018,Wicket Keeper,Indian
9,Ishan Kishan,3500000,GL,2016,Wicket Keeper,Indian
1,Ishan Kishan,112500000,SRH,2025,Wicket-Keeper,Indian
17,Ishan Porel,2500000,PBKS,2022,Pacer,Indian
9,Ishan Porel,2000000,KXIP,2020,Spinner,Indian
17,Ishank Jaggi,2000000,KKR,2018,Batter,Indian
9,Ishank Jaggi,1000000,KKR,2017,Batter,Indian
15,Ishant Sharma,7500000,GT,2025,Pacer,Indian
5,Ishant Sharma,5000000,DC,2023,Pacer,Indian
5,Ishant Sharma,11000000,DC,2019,Pacer,Indian
3,Ishant Sharma,38000000,RPS,2016,Pacer,Indian
13,Ishwar Chandra Pandey,2000000,RPS,2016,Spinner,Indian
5,Isuru Udana,5000000,RCB,2020,All-Rounder,Overseas
9,Jacob Bethell,26000000,RCB,2025,Batter,Overseas
17,Jagadeesha Suchith,2000000,SRH,2022,Spinner,Indian
3,Jagadeesha Suchith,3000000,SRH,2021,Pacer,Indian
4,Jake Fraser-Mcgurk,90000000,DC,2025,Batter,Overseas
7,Jalaj Saxena,3000000,PBKS,2021,All-Rounder,Indian
7,Jalaj Saxena,2000000,DC,2019,All-Rounder,Indian
10,James Neesham,15000000,RR,2022,All-Rounder,Overseas
4,James Neesham,5000000,MI,2021,All-Rounder,Overseas
7,James Neesham,5000000,KXIP,2020,All-Rounder,Overseas
12,Jamie Overton,15000000,CSK,2025,All-Rounder,Overseas
15,Jaskaran Singh,1000000,RPS,2016,Pacer,Indian
12,Jason Behrendorff,7500000,RCB,2022,Pacer,Overseas
11,Jason Behrendorff,15000000,MI,2018,Pacer,Overseas
1,Jason Holder,57500000,RR,2023,All-Rounder,Overseas
2,Jason Holder,87500000,LSG,2022,All-Rounder,Overseas
4,Jason Holder,7000000,KKR,2016,All-Rounder,Overseas
10,Jason Roy,20000000,GT,2022,Batter,Overseas
4,Jason Roy,15000000,DC,2020,Batter,Overseas
12,Jason Roy,15000000,DD,2018,Batter,Overseas
1,Jason Roy,10000000,GL,2017,Batter,Overseas
20,Jatin Saxena,2000000,RR,2018,All-Rounder,Indian
15,Javon Searless,3000000,KKR,2018,All-Rounder,Overseas
14,Jayant Yadav,7500000,GT,2025,All-Rounder,Indian
12,Jayant Yadav,17000000,GT,2022,All-Rounder,Indian
18,Jayant Yadav,5000000,DD,2018,All-Rounder,Indian
10,Jaydev Shah,2000000,GL,2016,All-Rounder,Indian
10,Jaydev Unadkat,10000000,SRH,2025,Pacer,Indian
3,Jaydev Unadkat,16000000,SRH,2024,Pacer,Indian
6,Jaydev Unadkat,5000000,LSG,2023,Pacer,Indian
9,Jaydev Unadkat,13000000,MI,2022,Pacer,Indian
2,Jaydev Unadkat,30000000,RR,2020,Pacer,Indian
1,Jaydev Unadkat,84000000,RR,2019,Pacer,Indian
2,Jaydev Unadkat,115000000,RR,2018,Pacer,Indian
5,Jaydev Unadkat,3000000,RPS,2017,Pacer,Indian
1,Jaydev Unadkat,16000000,KKR,2016,Pacer,Indian
12,Jean-Paul Duminy,10000000,MI,2018,All-Rounder,Overseas
5,Jhathavedh Subramanyan,2000000,SRH,2024,Spinner,Indian
2,Jhye Richardson,50000000,DC,2024,Pacer,Overseas
2,Jhye Richardson,15000000,MI,2023,Pacer,Overseas
1,Jhye Richardson,140000000,PBKS,2021,Pacer,Overseas
18,Jitesh Sharma,2000000,PBKS,2022,Wicket Keeper,Indian
7,Jitesh Sharma,1000000,MI,2016,Wicket Keeper,Indian
3,Jitesh Sharma,110000000,RCB,2025,Wicket-Keeper,Indian
3,Joe Denly,10000000,KKR,2019,Batter,Overseas
3,Joe Root,10000000,RR,2023,Batter,Overseas
7,Joel Paris,3000000,DD,2016,Pacer,Overseas
3,Jofra Archer,80000000,MI,2022,All-Rounder,Overseas
4,Jofra Archer,72000000,RR,2018,All-Rounder,Overseas
1,Jofra Archer,125000000,RR,2025,Pacer,Overseas
3,John Hastings,13000000,KKR,2016,Spinner,Overseas
5,Jonny Bairstow,67500000,PBKS,2022,Wicket Keeper,Overseas
1,Jonny Bairstow,22000000,SRH,2019,Wicket Keeper,Overseas
1,Jos  Buttler,157500000,GT,2025,Wicket-Keeper,Overseas
6,Jos Buttler,44000000,RR,2018,Wicket Keeper,Overseas
1,Jos Buttler,38000000,MI,2016,Wicket Keeper,Overseas
1,Josh Hazlewood,125000000,RCB,2025,Pacer,Overseas
3,Josh Hazlewood,77500000,RCB,2022,Pacer,Overseas
3,Josh Hazlewood,20000000,CSK,2020,Pacer,Overseas
9,Josh Inglis,26000000,PBKS,2025,Wicket-Keeper,Overseas
2,Joshua Little,44000000,GT,2023,Pacer,Overseas
7,Joshua Philippe,2000000,RCB,2020,Wicket Keeper,Overseas
21,K.Bhagath Varma,2000000,CSK,2022,All-Rounder,Indian
4,K.Bhagath Varma,2000000,CSK,2021,All-Rounder,Indian
15,K.C. Cariappa,3000000,RR,2022,Spinner,Indian
6,K.C. Cariappa,2000000,RR,2021,Spinner,Indian
3,K.C. Cariappa,8000000,KXIP,2016,Pacer,Indian
5,K.M. Asif,3000000,RR,2023,Pacer,Indian
16,K.M. Asif,2000000,CSK,2022,Pacer,Indian
9,K.S. Bharat,20000000,DC,2022,Wicket Keeper,Indian
8,K.S. Bharat,2000000,RCB,2021,Wicket Keeper,Indian
6,K.S. Bharat,5000000,KKR,2024,Wicket-Keeper,Indian
4,K.S. Bharat,12000000,GT,2023,Wicket-Keeper,Indian
3,Kagiso Rabada,107500000,GT,2025,Pacer,Overseas
2,Kagiso Rabada,92500000,PBKS,2022,Pacer,Overseas
2,Kagiso Rabada,42000000,DD,2018,Pacer,Overseas
1,Kagiso Rabada,50000000,DD,2017,Pacer,Overseas
11,Kamindu Mendis,7500000,SRH,2025,All-Rounder,Overseas
10,Kamlesh Nagarkoti,11000000,DC,2022,All-Rounder,Indian
8,Kamlesh Nagarkoti,32000000,KKR,2018,All-Rounder,Indian
18,Kamlesh Nagarkoti,3000000,CSK,2025,Pacer,Indian
3,Kane Richardson,40000000,RCB,2020,Pacer,Overseas
3,Kane Richardson,20000000,RCB,2016,Pacer,Overseas
9,Kane Williamson,30000000,SRH,2018,Batter,Overseas
3,Kane Williamson,20000000,GT,2023,Batter,Overseas
18,Kanishk Seth,2000000,CSK,2018,All-Rounder,Indian
18,Karan Sharma,2000000,LSG,2022,All-Rounder,Indian
13,Karim Janat,7500000,GT,2025,All-Rounder,Overseas
1,Karn Sharma,32000000,MI,2017,All-Rounder,Indian
11,Karn Sharma,5000000,MI,2025,Spinner,Indian
14,Karn Sharma,5000000,RCB,2022,Spinner,Indian
3,Karn Sharma,50000000,CSK,2018,Spinner,Indian
6,Kartik Tyagi,6000000,GT,2024,Pacer,Indian
9,Kartik Tyagi,40000000,SRH,2022,Pacer,Indian
4,Kartik Tyagi,13000000,RR,2020,Pacer,Indian
11,Karun Nair,14000000,RR,2022,Batter,Indian
4,Karun Nair,5000000,KKR,2021,Batter,Indian
