experience,batting intent,batting consistency,pace wicket taker,pace economy,spin wicket taker,spin economy,player,season,team
100.0,60.2148737268034,46.385337707885505,58.82352941176471,0.0,58.82352941176471,0.0,Ravichandaran Ashwin,2016,RPS
100.0,94.87930793916561,76.9317796130784,35.294117647058826,0.0,35.294117647058826,0.0,Rajat Bhatia,2016,RPS
100.0,100.0,31.677791605385224,11.76470588235294,0.0,11.76470588235294,0.0,Rishi Dhawan,2016,KXIP
100.0,55.81135761127389,18.10159520307727,5.88235294117647,0.0,5.88235294117647,0.0,Rajagopal Sathish,2016,KKR
100.0,60.46044370029301,29.415092205000565,17.647058823529413,0.0,17.647058823529413,0.0,R Vinay Kumar,2016,MI
100.0,59.88558671689689,48.014481276162456,47.05882352941176,0.0,47.05882352941176,0.0,Ravindra Jadeja,2016,GL
100.0,74.16213199386075,100.0,100.0,0.0,100.0,0.0,Rohit Sharma,2016,MI
100.0,0.0,0.0,17.647058823529413,0.0,0.0,0.0,Rudra Pratap Singh,2016,RPS
100.0,72.69987442444537,56.0018101595203,0.0,0.0,0.0,0.0,Rishabh Pant,2016,DD
100.0,76.0876238314497,59.44111324810499,0.0,0.0,0.0,0.0,Robin Uthappa,2016,KKR
100.0,0.0,0.0,64.70588235294117,0.0,64.70588235294117,0.0,S Aravind,2016,RCB
100.0,65.48346588530765,87.20443489082476,0.0,0.0,0.0,0.0,Shikhar Dhawan,2016,SRH
100.0,6.976419701409236,4.5253988007693176,100.0,0.0,100.0,0.0,Shreyas Gopal,2016,MI
100.0,0.0,0.0,35.294117647058826,0.0,0.0,0.0,Shivil Kaushik,2016,GL
100.0,0.0,0.0,0.0,0.0,100.0,0.0,Sarabjit Ladda,2016,GL
100.0,11.162271522254779,2.2626994003846588,0.0,0.0,11.76470588235294,0.0,Shahbaz Nadeem,2016,DD
100.0,71.53341705036974,58.83018441000113,0.0,0.0,0.0,0.0,Suryakumar Yadav,2016,KKR
100.0,27.905678805636946,2.2626994003846588,11.76470588235294,0.0,11.76470588235294,0.0,Shadab Jakati,2016,GL
100.0,66.2257569415376,71.95384093223215,0.0,0.0,0.0,0.0,Shaun Marsh,2016,KXIP
100.0,71.14831868285196,64.48693291096278,0.0,0.0,0.0,0.0,Suresh Raina,2016,GL
100.0,0.0,0.0,11.76470588235294,0.0,0.0,0.0,Scott Boland,2016,RPS
100.0,100.0,74.66908021269374,100.0,0.0,100.0,0.0,Sarfaraz Naushad Khan,2016,RCB
100.0,30.054416073670993,15.838895802692612,64.70588235294117,0.0,64.70588235294117,0.0,Sunil Narine,2016,KKR
100.0,86.11134365843448,100.0,0.0,0.0,0.0,0.0,Steve Smith,2016,RPS
100.0,74.55281149713967,31.157370743296752,100.0,0.0,100.0,0.0,Shane Watson,2016,RCB
100.0,38.93958420538579,11.313497001923295,0.0,0.0,0.0,0.0,Shreyas Iyer,2016,DD
100.0,67.29175387191293,54.96096843534336,0.0,0.0,0.0,0.0,Saurabh Tiwary,2016,RPS
100.0,90.15766708525183,35.63751555605838,5.88235294117647,0.0,5.88235294117647,0.0,Stuart Binny,2016,RCB
100.0,62.94963024975583,59.84839914017422,0.0,0.0,0.0,0.0,Sanju Samson,2016,DD
100.0,77.95730431142738,49.7793868084625,0.0,0.0,0.0,0.0,Sam Billings,2016,DD
100.0,85.14580717175944,67.3153071614436,11.76470588235294,0.0,11.76470588235294,0.0,Sachin Baby,2016,RCB
100.0,49.610715780661366,18.10159520307727,88.23529411764706,0.0,0.0,0.0,Sandeep Sharma,2016,KXIP
100.0,59.4614203990512,51.58954632877022,29.411764705882355,0.0,29.411764705882355,0.0,Shakib Al Hasan,2016,KKR
100.0,0.0,0.0,100.0,0.0,100.0,0.0,Swapnil Singh,2016,KXIP
100.0,0.0,0.0,0.0,0.0,17.647058823529413,0.0,Tabraiz Shamsi,2016,RCB
100.0,0.0,0.0,5.88235294117647,0.0,0.0,0.0,Trent Boult,2016,SRH
100.0,88.12055253244034,22.62699400384659,52.94117647058824,0.0,0.0,0.0,Tim Southee,2016,MI
100.0,75.34533277521976,61.09288381038579,0.0,0.0,0.0,0.0,Travis Head,2016,RCB
100.0,0.0,0.0,0.0,0.0,0.0,0.0,Unmukt Chand,2016,MI
100.0,71.59480954374214,47.90134630614323,0.0,0.0,0.0,0.0,Usman Khawaja,2016,RPS
100.0,100.0,20.36429460346193,58.82352941176471,0.0,0.0,0.0,Umesh Yadav,2016,KKR
100.0,85.1179014929538,100.0,100.0,0.0,100.0,0.0,Virat Kohli,2016,RCB
100.0,0.0,0.0,11.76470588235294,0.0,0.0,0.0,Varun Aaron,2016,RCB
100.0,71.08134505371842,55.54927027944338,0.0,0.0,0.0,0.0,Wriddhiman Saha,2016,KXIP
100.0,80.91530626482488,100.0,5.88235294117647,0.0,5.88235294117647,0.0,Yusuf Pathan,2016,KKR
100.0,0.0,0.0,0.0,0.0,100.0,0.0,Yuzvendra Singh Chahal,2016,RCB
100.0,73.5816938747035,59.32797827808576,100.0,0.0,100.0,0.0,Yuvraj Singh,2016,SRH
100.0,25.756941537602902,6.788098201153976,58.82352941176471,0.0,0.0,0.0,Zaheer Khan,2016,DD
50.0,70.2673532255526,56.17346365576904,29.069767441860485,0.0,0.0,0.0,Aniket Choudhary,2017,RCB
100.0,52.97034155555057,100.0,0.0,0.0,58.13953488372097,0.0,Amit Mishra,2017,DD
100.0,0.0,0.0,46.51162790697678,0.0,0.0,0.0,Ashish Nehra,2017,SRH
100.0,40.15357632720978,11.234692731153807,0.0,0.0,40.69767441860468,0.0,Adam Zampa,2017,RPS
100.0,56.213882580442075,15.728569823615333,0.0,0.0,5.813953488372097,0.0,Ashok Dinda,2017,RPS
100.0,74.03930474670027,60.66734074823056,100.0,0.0,100.0,0.0,AB de Villiers,2017,RCB
50.0,66.62469363433995,35.95101673969218,100.0,0.0,100.0,0.0,Angelo Mathews,2017,DD
100.0,0.0,0.0,100.0,0.0,100.0,0.0,Akshdeep Nath,2017,GL
100.0,32.78955770917186,7.864284911807666,17.441860465116292,0.0,0.0,0.0,Adam Milne,2017,RCB
100.0,92.66296404560072,56.17346365576904,0.0,0.0,0.0,0.0,Aaron Finch,2017,GL
50.0,100.0,59.54387147511518,69.76744186046517,0.0,69.76744186046517,0.0,Andrew Tye,2017,GL
100.0,66.48415892788884,57.2295247724975,0.0,0.0,0.0,0.0,Ajinkya Rahane,2017,RPS
100.0,43.99298450745397,13.48163127738457,0.0,0.0,0.0,0.0,Aditya Tare,2017,DD
50.0,56.213882580442075,26.96326255476914,100.0,0.0,100.0,0.0,AR Bawne,2017,DD
100.0,78.76689227171543,63.76811594202901,87.20930232558145,0.0,87.20930232558145,0.0,Axar Rajesh Patel,2017,KXIP
100.0,32.1206125064646,8.987754184923045,23.25581395348839,0.0,0.0,0.0,Ankit Singh Rajpoot,2017,KKR
100.0,65.58473680660177,40.894281541399856,0.0,0.0,0.0,0.0,Ambati Rayudu,2017,MI
100.0,93.69167809682281,56.17346365576904,100.0,0.0,100.0,0.0,Ankit Sharma,2017,RPS
50.0,43.72315787106785,7.864284911807666,11.627906976744194,0.0,11.627906976744194,0.0,Ankit Soni,2017,GL
100.0,70.2673532255526,33.70407819346142,100.0,0.0,0.0,0.0,Anureet Singh,2017,KXIP
50.0,0.0,0.0,5.813953488372097,0.0,0.0,0.0,Avesh Khan,2017,RCB
100.0,56.213882580442075,8.987754184923045,100.0,0.0,0.0,0.0,Bhuvneshwar Kumar,2017,SRH
50.0,0.0,0.0,0.0,0.0,0.0,0.0,Billy Stanlake,2017,RCB
50.0,80.38023070177412,71.00325806089207,69.76744186046517,0.0,69.76744186046517,0.0,Benjamin Stokes,2017,RPS
100.0,82.13972522654196,65.36344230985284,0.0,0.0,0.0,0.0,Brendon McCullum,2017,GL
100.0,0.0,0.0,100.0,0.0,0.0,0.0,Barinder Singh Sran,2017,SRH
100.0,100.0,57.29693292888442,5.813953488372097,0.0,5.813953488372097,0.0,Ben Cutting,2017,SRH
50.0,56.213882580442075,62.91427929446133,63.95348837209307,0.0,0.0,0.0,Basil Thampi,2017,GL
100.0,72.61147212915702,69.6550949331536,17.441860465116292,0.0,17.441860465116292,0.0,Bipul Sharma,2017,SRH
50.0,76.99053358217347,35.3892821031345,23.25581395348839,0.0,23.25581395348839,0.0,Colin De Grandhomme,2017,KKR
100.0,100.0,100.0,0.0,0.0,0.0,0.0,Chris Lynn,2017,KKR
100.0,69.40165943381379,49.926974497247514,0.0,0.0,0.0,0.0,Christopher Gayle,2017,RCB
100.0,92.09520383153827,69.20570722390745,69.76744186046517,0.0,69.76744186046517,0.0,Christopher Morris,2017,DD
50.0,64.89892743912038,45.59038310302215,17.441860465116292,0.0,17.441860465116292,0.0,Corey Anderson,2017,DD
100.0,0.0,0.0,5.813953488372097,0.0,5.813953488372097,0.0,Chris Jordan,2017,SRH
100.0,44.97110606435366,13.48163127738457,5.813953488372097,0.0,5.813953488372097,0.0,Carlos Brathwaite,2017,DD
50.0,55.01652688147867,25.839793281653755,98.83720930232565,0.0,98.83720930232565,0.0,Chris Woakes,2017,KKR
100.0,59.81719245384841,62.172789574205176,0.0,0.0,0.0,0.0,David Miller,2017,KXIP
100.0,79.71690688732491,100.0,0.0,0.0,0.0,0.0,David Warner,2017,SRH
100.0,84.32082387066312,58.4204022019998,11.627906976744194,0.0,11.627906976744194,0.0,Deepak Hooda,2017,SRH
100.0,100.0,31.457139647230665,5.813953488372097,0.0,5.813953488372097,0.0,Deepak Chahar,2017,RPS
50.0,67.45665909653049,13.48163127738457,0.0,0.0,0.0,0.0,Darren Bravo,2017,KKR
100.0,86.1252895014953,48.82597460959445,11.627906976744194,0.0,11.627906976744194,0.0,Dwayne Smith,2017,GL
100.0,28.106941290221037,2.246938546230761,17.441860465116292,0.0,0.0,0.0,Dhawal Kulkarni,2017,GL
50.0,88.81793447709848,35.50162903044603,63.95348837209307,0.0,63.95348837209307,0.0,Dan Christian,2017,RPS
100.0,58.934634497335466,36.512751376249874,0.0,0.0,0.0,0.0,Eoin Morgan,2017,KXIP
100.0,64.24684640118726,17.97550836984609,0.0,0.0,0.0,0.0,Faf Du Plessis,2017,RPS
100.0,71.77950666696648,93.2479496685766,0.0,0.0,0.0,0.0,Gautam Gambhir,2017,KKR
100.0,97.3512018528096,69.6550949331536,40.69767441860468,0.0,40.69767441860468,0.0,Glenn Maxwell,2017,KXIP
100.0,87.83419153194075,80.2381754859005,34.883720930232585,0.0,34.883720930232585,0.0,Hardik Pandya,2017,MI
100.0,81.9767049670587,100.0,0.0,0.0,0.0,0.0,Hashim Amla,2017,KXIP
100.0,0.0,0.0,17.441860465116292,0.0,17.441860465116292,0.0,Harshal Patel,2017,RCB
100.0,56.213882580442075,17.97550836984609,0.0,0.0,46.51162790697678,0.0,Harbhajan Singh,2017,MI
100.0,37.47779551638074,8.987754184923045,100.0,0.0,0.0,0.0,Ishant Sharma,2017,KXIP
100.0,37.47779551638074,4.493877092461522,100.0,0.0,100.0,0.0,Irfan Pathan,2017,GL
50.0,47.56818743957009,74.14897202561514,0.0,0.0,0.0,0.0,Ishank Jaggi,2017,KKR
100.0,0.0,0.0,0.0,0.0,100.0,0.0,Imran Tahir,2017,RPS
100.0,40.15357632720978,11.234692731153807,11.627906976744194,0.0,11.627906976744194,0.0,Iqbal Abdulla,2017,RCB
100.0,75.95619814269334,62.240197730592094,0.0,0.0,0.0,0.0,Ishan Kishan,2017,GL
100.0,0.0,0.0,100.0,0.0,100.0,0.0,Jayant Yadav,2017,DD
100.0,86.21523171362402,55.769014717447504,0.0,0.0,0.0,0.0,Jos Buttler,2017,MI
100.0,22.48555303217683,4.493877092461522,100.0,0.0,0.0,0.0,Jaydev Unadkat,2017,RPS
100.0,74.94996964450343,35.95101673969218,100.0,0.0,100.0,0.0,Jasprit Bumrah,2017,MI
50.0,82.91547680615207,66.28468711380746,0.0,0.0,0.0,0.0,Jason Roy,2017,GL
100.0,53.25703235671082,30.33367037411528,46.51162790697678,0.0,46.51162790697678,0.0,James Faulkner,2017,GL
50.0,48.31021068963192,41.18638355240986,34.883720930232585,0.0,0.0,0.0,Kagiso Rabada,2017,DD
100.0,79.01985474332743,63.38613638916979,100.0,0.0,100.0,0.0,Kieron Pollard,2017,MI
100.0,16.0603062532323,2.246938546230761,0.0,0.0,23.25581395348839,0.0,K.C. Cariappa,2017,KXIP
100.0,78.35090954062017,81.11448151893049,0.0,0.0,0.0,0.0,Dinesh Karthik,2017,GL
100.0,75.8887414835968,68.26199303449053,58.13953488372097,0.0,58.13953488372097,0.0,Krunal Pandya,2017,MI
100.0,69.89634160052168,48.57881136950907,0.0,0.0,0.0,0.0,Karun Nair,2017,DD
100.0,81.12787534009401,49.994382653634446,100.0,0.0,100.0,0.0,Kedar Jadhav,2017,RCB
100.0,85.65871427607763,95.8768677676666,0.0,0.0,0.0,0.0,Kane Williamson,2017,SRH
100.0,67.18121107188632,18.35748792270532,75.58139534883725,0.0,75.58139534883725,0.0,Karn Sharma,2017,MI
100.0,51.10404065387989,22.469385462307613,0.0,0.0,69.76744186046517,0.0,Kuldeep Yadav,2017,KKR
50.0,56.213882580442075,2.246938546230761,17.441860465116292,0.0,0.0,0.0,Lockie Ferguson,2017,RPS
100.0,68.76082117239675,43.972587349736,0.0,0.0,0.0,0.0,Lendl Simmons,2017,MI
100.0,80.96485508061072,57.16211661611058,0.0,0.0,0.0,0.0,Manan Vohra,2017,KXIP
100.0,54.133968924965714,19.480957195820704,0.0,0.0,0.0,0.0,Mayank Agarwal,2017,RPS
100.0,76.70384278101321,100.0,5.813953488372097,0.0,5.813953488372097,0.0,Moises Henriques,2017,SRH
100.0,66.13563285589011,44.93877092461523,40.69767441860468,0.0,0.0,0.0,Mitchell Johnson,2017,MI
100.0,85.28770265104671,49.43264801707675,0.0,0.0,0.0,0.0,Martin Guptill,2017,KXIP
50.0,0.0,0.0,5.813953488372097,0.0,0.0,0.0,Matt Henry,2017,KXIP
100.0,59.96334854855756,8.987754184923045,100.0,0.0,0.0,0.0,Mitchell McClenaghan,2017,MI
100.0,72.51028714051225,100.0,0.0,0.0,0.0,0.0,Manish Pandey,2017,KKR
50.0,77.50207991365549,72.80080889787666,0.0,0.0,0.0,0.0,Manoj Tiwary,2017,RPS
50.0,0.0,0.0,5.813953488372097,0.0,0.0,0.0,Munaf Patel,2017,GL
100.0,57.33816023205092,19.098977642961472,75.58139534883725,0.0,0.0,0.0,Mohit Sharma,2017,KXIP
50.0,52.58808715400356,16.290304460173022,100.0,0.0,100.0,0.0,MN Samuels,2017,DD
100.0,39.81629303172712,12.740141557128418,11.627906976744194,0.0,11.627906976744194,0.0,Marcus Stoinis,2017,KXIP
100.0,65.20810379331282,59.22930007864288,100.0,0.0,100.0,0.0,MS Dhoni,2017,RPS
50.0,0.0,0.0,0.0,0.0,100.0,0.0,Manpreet Gony,2017,GL
50.0,59.704764688687526,42.242444669138315,100.0,0.0,100.0,0.0,Mandeep Singh,2017,RCB
50.0,37.47779551638074,4.493877092461522,11.627906976744194,0.0,11.627906976744194,0.0,Mohammad Nabi,2017,SRH
100.0,84.32082387066312,20.22244691607685,29.069767441860485,0.0,0.0,0.0,Mohammad Shami,2017,DD
50.0,0.0,0.0,58.13953488372097,0.0,0.0,0.0,Mohammed Siraj,2017,SRH
100.0,0.0,0.0,100.0,0.0,0.0,0.0,Mustafizur Rahman,2017,SRH
100.0,71.17801812335576,68.01482979440514,100.0,0.0,100.0,0.0,Nitish Rana,2017,MI
50.0,0.0,0.0,5.813953488372097,0.0,0.0,0.0,Nathu Singh,2017,GL
100.0,65.58473680660177,10.493203010897656,87.20930232558145,0.0,0.0,0.0,Nathan Coulter-Nile,2017,KKR
100.0,68.3223528882693,44.37703628805754,0.0,0.0,0.0,0.0,Naman Ojha,2017,SRH
100.0,49.968520225754965,17.97550836984609,0.0,0.0,34.883720930232585,0.0,Praveen Kumar,2017,GL
100.0,72.9262698716075,40.4448938321537,98.83720930232565,0.0,98.83720930232565,0.0,Pawan Negi,2017,RCB
100.0,75.52335124682392,55.47691270643751,0.0,0.0,0.0,0.0,Parthiv Patel,2017,MI
50.0,81.66752861286625,34.602853611953726,87.20930232558145,0.0,87.20930232558145,0.0,Pat Cummins,2017,DD
100.0,28.106941290221037,2.246938546230761,29.069767441860485,0.0,29.069767441860485,0.0,Pradeep Sangwan,2017,GL
100.0,18.736087064061344,4.493877092461522,0.0,0.0,34.883720930232585,0.0,Piyush Chawla,2017,KKR
100.0,52.90850628471209,35.95101673969218,11.627906976744194,0.0,11.627906976744194,0.0,Rajat Bhatia,2017,RPS
50.0,97.09823938119759,42.69183237838447,17.441860465116292,0.0,17.441860465116292,0.0,Rahul Tewatia,2017,KXIP
100.0,0.0,0.0,11.627906976744194,0.0,11.627906976744194,0.0,R Vinay Kumar,2017,MI
100.0,78.59825062397411,88.75407257611508,29.069767441860485,0.0,29.069767441860485,0.0,Ravindra Jadeja,2017,GL
50.0,82.31960965079938,62.75699359622517,100.0,0.0,100.0,0.0,Rahul Ajay Tripathi,2017,RPS
50.0,84.32082387066312,6.740815638692285,0.0,0.0,11.627906976744194,0.0,Rahul Chahar,2017,RPS
100.0,68.06939041665731,53.45466801482982,100.0,0.0,100.0,0.0,Rohit Sharma,2017,MI
100.0,93.09581094147012,58.73497359847211,0.0,0.0,0.0,0.0,Rishabh Pant,2017,DD
100.0,92.81474152856792,67.07111560498824,0.0,0.0,0.0,0.0,Robin Uthappa,2017,KKR
50.0,68.7046072898163,12.358162004269188,98.83720930232565,0.0,98.83720930232565,0.0,Rashid Khan,2017,SRH
100.0,44.97110606435366,17.97550836984609,29.069767441860485,0.0,29.069767441860485,0.0,S Aravind,2017,RCB
50.0,31.772086434465862,5.84204022019998,52.32558139534888,0.0,0.0,0.0,Samuel Badree,2017,RCB
100.0,71.4253592067097,82.79968542860357,0.0,0.0,0.0,0.0,Shikhar Dhawan,2017,SRH
50.0,0.0,0.0,93.02325581395355,0.0,0.0,0.0,Siddharth  Kaul,2017,SRH
100.0,0.0,0.0,100.0,0.0,0.0,0.0,Shivil Kaushik,2017,GL
100.0,12.490724709374229,1.5054488259746102,0.0,0.0,34.883720930232585,0.0,Shahbaz Nadeem,2017,DD
100.0,66.32113866840557,39.32142455903833,0.0,0.0,0.0,0.0,Suryakumar Yadav,2017,KKR
100.0,0.0,0.0,100.0,0.0,100.0,0.0,Shadab Jakati,2017,GL
100.0,77.29408854810785,74.14897202561514,0.0,0.0,0.0,0.0,Shaun Marsh,2017,KXIP
100.0,81.46515863557666,90.281990787552,0.0,0.0,0.0,0.0,Suresh Raina,2017,GL
50.0,100.0,15.728569823615333,63.95348837209307,0.0,0.0,0.0,Lasith Malinga,2017,MI
50.0,0.0,0.0,63.95348837209307,0.0,0.0,0.0,Shardul Narendra Thakur,2017,RPS
50.0,68.9069772671059,42.69183237838447,0.0,0.0,0.0,0.0,Sheldon Jackson,2017,KKR
100.0,96.86214107435974,38.71475115155602,58.13953488372097,0.0,58.13953488372097,0.0,Sunil Narine,2017,KKR
100.0,68.38418815910778,88.37209302325584,0.0,0.0,0.0,0.0,Steve Smith,2017,RPS
100.0,51.17149731297642,26.58128300190991,29.069767441860485,0.0,29.069767441860485,0.0,Shane Watson,2017,RCB
50.0,0.0,0.0,5.813953488372097,0.0,5.813953488372097,0.0,Shubam Agrawal,2017,GL
100.0,78.18788928113689,75.94652286259974,0.0,0.0,0.0,0.0,Shreyas Iyer,2017,DD
100.0,67.97944820452861,100.0,0.0,0.0,0.0,0.0,Saurabh Tiwary,2017,MI
100.0,57.6923076923077,35.05224132119988,23.25581395348839,0.0,23.25581395348839,0.0,Stuart Binny,2017,RCB
100.0,79.48080858048704,61.9480957195821,0.0,0.0,0.0,0.0,Sanju Samson,2017,DD
100.0,75.3153598812763,51.67958656330751,0.0,0.0,0.0,0.0,Sam Billings,2017,DD
100.0,56.213882580442075,11.234692731153807,100.0,0.0,100.0,0.0,Sachin Baby,2017,RCB
100.0,65.58473680660177,15.728569823615333,98.83720930232565,0.0,0.0,0.0,Sandeep Sharma,2017,KXIP
100.0,56.213882580442075,2.246938546230761,100.0,0.0,100.0,0.0,Shakib Al Hasan,2017,KKR
100.0,35.504688237807216,13.48163127738457,5.813953488372097,0.0,5.813953488372097,0.0,Swapnil Singh,2017,KXIP
50.0,0.0,0.0,11.627906976744194,0.0,0.0,0.0,T Natarajan,2017,KXIP
100.0,35.1336766127763,11.234692731153807,29.069767441860485,0.0,0.0,0.0,Trent Boult,2017,KKR
100.0,100.0,15.728569823615333,17.441860465116292,0.0,0.0,0.0,Tim Southee,2017,MI
100.0,78.59262923571607,67.857544096169,0.0,0.0,0.0,0.0,Travis Head,2017,RCB
50.0,40.88435680075552,5.999325918436133,29.069767441860485,0.0,0.0,0.0,Tymal Mills,2017,RCB
50.0,0.0,0.0,100.0,0.0,0.0,0.0,Tejas Singh Baroka,2017,GL
100.0,43.23971848087604,22.469385462307613,98.83720930232565,0.0,0.0,0.0,Umesh Yadav,2017,KKR
100.0,68.7046072898163,69.20570722390745,100.0,0.0,100.0,0.0,Virat Kohli,2017,RCB
50.0,75.70323567108133,100.0,100.0,0.0,100.0,0.0,Vijay Shankar,2017,SRH
100.0,22.48555303217683,8.987754184923045,40.69767441860468,0.0,0.0,0.0,Varun Aaron,2017,KXIP
50.0,41.08110538978707,14.22312099764072,0.0,0.0,0.0,0.0,Vishnu Vinod,2017,RCB
100.0,70.34043127290717,52.578361981799816,0.0,0.0,0.0,0.0,Wriddhiman Saha,2017,KXIP
50.0,42.16041193533156,20.22244691607685,46.51162790697678,0.0,46.51162790697678,0.0,Washington Sundar,2017,RPS
100.0,68.7046072898163,40.17526120660602,5.813953488372097,0.0,5.813953488372097,0.0,Yusuf Pathan,2017,KKR
100.0,28.106941290221037,9.729243905179198,0.0,0.0,81.39534883720935,0.0,Yuzvendra Singh Chahal,2017,RCB
100.0,80.48703707867698,62.91427929446133,5.813953488372097,0.0,5.813953488372097,0.0,Yuvraj Singh,2017,SRH
100.0,17.29701167000203,8.987754184923045,58.13953488372097,0.0,0.0,0.0,Zaheer Khan,2017,DD
33.33333333333333,44.396102022242445,8.157604927193377,100.0,0.0,100.0,0.0,A Dananjaya,2018,MI
100.0,27.74756376390153,2.0394012317983443,0.0,0.0,66.66666666666666,0.0,Amit Mishra,2018,DD
100.0,96.86674509978025,100.0,100.0,0.0,100.0,0.0,AB de Villiers,2018,RCB
33.33333333333333,69.01929010632867,50.312028388465144,0.0,0.0,0.0,0.0,Alex Hales,2018,SRH
100.0,38.419276787498056,18.354611086185095,100.0,0.0,100.0,0.0,Akshdeep Nath,2018,KXIP
66.66666666666666,100.0,58.59199738956643,72.22222222222221,0.0,72.22222222222221,0.0,Andre Russell,2018,KKR
100.0,74.3634708872561,34.15997063262226,0.0,0.0,0.0,0.0,Aaron Finch,2018,KXIP
66.66666666666666,46.73244689116295,10.870008565485174,100.0,0.0,100.0,0.0,Andrew Tye,2018,KXIP
100.0,65.60079025061599,58.041359056980866,0.0,0.0,0.0,0.0,Ajinkya Rahane,2018,RR
100.0,64.34105085573488,27.185218419871926,16.666666666666664,0.0,16.666666666666664,0.0,Axar Rajesh Patel,2018,KXIP
100.0,33.91307243224045,7.484602520699922,61.111111111111114,0.0,0.0,0.0,Ankit Singh Rajpoot,2018,KXIP
100.0,83.30928544473795,87.6942529673288,0.0,0.0,0.0,0.0,Ambati Rayudu,2018,CSK
33.33333333333333,100.0,100.0,100.0,0.0,100.0,0.0,Abhishek Sharma,2018,DD
100.0,0.0,0.0,100.0,0.0,100.0,0.0,Ankit Sharma,2018,RR
100.0,41.621345645852294,6.1182036953950325,5.555555555555555,0.0,0.0,0.0,Anureet Singh,2018,RR
66.66666666666666,0.0,0.0,22.22222222222222,0.0,0.0,0.0,Avesh Khan,2018,DD
100.0,45.08979111633998,13.256108006689235,50.0,0.0,0.0,0.0,Bhuvneshwar Kumar,2018,SRH
33.33333333333333,13.873781881950764,2.0394012317983443,0.0,0.0,50.0,0.0,Ben Laughlin,2018,RR
66.66666666666666,100.0,10.19700615899172,0.0,0.0,0.0,0.0,Billy Stanlake,2018,SRH
66.66666666666666,67.55976825234744,33.303422115266955,44.44444444444444,0.0,44.44444444444444,0.0,Benjamin Stokes,2018,RR
100.0,81.0117871650869,43.174124077170944,0.0,0.0,0.0,0.0,Brendon McCullum,2018,RCB
100.0,23.78521165841639,6.1182036953950325,27.77777777777778,0.0,0.0,0.0,Barinder Singh Sran,2018,KXIP
100.0,91.85553508401964,48.94562956316026,11.11111111111111,0.0,11.11111111111111,0.0,Ben Cutting,2018,MI
66.66666666666666,27.74756376390153,6.1182036953950325,27.77777777777778,0.0,0.0,0.0,Basil Thampi,2018,SRH
66.66666666666666,85.27381295922218,25.696455520659136,100.0,0.0,100.0,0.0,Colin Munro,2018,DD
66.66666666666666,86.54465137960887,53.43231227311661,11.11111111111111,0.0,11.11111111111111,0.0,Colin De Grandhomme,2018,RCB
100.0,72.27685409221071,66.74960231675979,0.0,0.0,0.0,0.0,Chris Lynn,2018,KKR
100.0,80.71766298918955,83.3911163682343,0.0,0.0,0.0,0.0,Christopher Gayle,2018,KXIP
100.0,98.18197962218916,93.81245666272383,16.666666666666664,0.0,16.666666666666664,0.0,Christopher Morris,2018,DD
66.66666666666666,42.881085040733424,11.56340498429661,16.666666666666664,0.0,16.666666666666664,0.0,Corey Anderson,2018,RCB
33.33333333333333,0.0,0.0,100.0,0.0,100.0,0.0,CJ Dala,2018,DD
100.0,0.0,0.0,100.0,0.0,100.0,0.0,Chris Jordan,2018,SRH
100.0,86.71113676219228,50.9850307949586,27.77777777777778,0.0,27.77777777777778,0.0,Carlos Brathwaite,2018,SRH
66.66666666666666,49.651490599125395,17.334910470285926,44.44444444444444,0.0,44.44444444444444,0.0,Chris Woakes,2018,RCB
100.0,65.18457679415746,75.45784557653873,0.0,0.0,0.0,0.0,David Miller,2018,KXIP
66.66666666666666,86.94421629780905,71.88889342089163,77.77777777777779,0.0,77.77777777777779,0.0,Dwayne Bravo,2018,CSK
100.0,59.60731647761326,44.35697679161398,100.0,0.0,100.0,0.0,Deepak Hooda,2018,SRH
33.33333333333333,0.0,0.0,11.11111111111111,0.0,11.11111111111111,0.0,David Willey,2018,CSK
33.33333333333333,64.46314013629603,33.50736223844679,5.555555555555555,0.0,5.555555555555555,0.0,Darcy Short,2018,RR
100.0,95.67914937068525,33.9968185340784,55.55555555555556,0.0,55.55555555555556,0.0,Deepak Chahar,2018,CSK
33.33333333333333,49.32961885946414,16.315209854386755,100.0,0.0,100.0,0.0,Dhruv Shorey,2018,CSK
100.0,47.56487380408,12.236407390790065,22.22222222222222,0.0,0.0,0.0,Dhawal Kulkarni,2018,RR
66.66666666666666,45.08979111633998,26.51221601337847,22.22222222222222,0.0,22.22222222222222,0.0,Dan Christian,2018,DD
33.33333333333333,76.81080601123222,59.91760819023535,0.0,0.0,0.0,0.0,Evin Lewis,2018,MI
100.0,69.69078114941509,66.07659991026634,0.0,0.0,0.0,0.0,Faf Du Plessis,2018,CSK
100.0,53.60274367910498,34.66982094057185,0.0,0.0,0.0,0.0,Gautam Gambhir,2018,DD
100.0,78.15378809740506,28.714769343720686,27.77777777777778,0.0,27.77777777777778,0.0,Glenn Maxwell,2018,DD
33.33333333333333,67.30449066571956,38.748623404168534,0.0,0.0,0.0,0.0,Heinrich Klaasen,2018,RR
100.0,73.61428666563076,58.91830158665417,100.0,0.0,100.0,0.0,Hardik Pandya,2018,MI
100.0,100.0,100.0,38.88888888888889,0.0,38.88888888888889,0.0,Harshal Patel,2018,DD
100.0,45.983262669537616,19.721009911489986,0.0,0.0,38.88888888888889,0.0,Harbhajan Singh,2018,CSK
